Cluster,Canonical_Slug,Slug,Traffic
/t/jake-paul,/t/jake-paul-en-us,/t/jake-paul-en-us,1578
/t/jake-paul,/t/jake-paul-en-us,/t/jake-paul-en-ca,0
/t/jake-paul,/t/jake-paul-en-us,/t/jake-paul-en-gb,0
/t/jake-paul,/t/jake-paul-en-us,/t/jake-paul-en-au,0
/t/iranian-revolution,/t/iranian-revolution-en-us,/t/iranian-revolution-en-us,1577
/t/abortion-is-murder,/t/abortion-is-murder-en-us,/t/abortion-is-murder-en-us,1576
/t/tory-lanez,/t/tory-lanez-en-us,/t/tory-lanez-en-us,1558
/t/tory-lanez,/t/tory-lanez-en-us,/t/tory-lanez-en-ca,3
/t/black-lives-matter,/t/black-lives-matter-en-us,/t/black-lives-matter-en-us,1401
/t/black-lives-matter,/t/black-lives-matter-en-us,/t/black-lives-matter-en-gb,0
/t/black-lives-matter,/t/black-lives-matter-en-us,/t/black-lives-matter-en-au,0
/t/black-lives-matter,/t/black-lives-matter-en-us,/t/black-lives-matter-en-in,0
/t/black-lives-matter,/t/black-lives-matter-en-us,/t/black-lives-matter-en-ca,0
/t/music,/t/music-4,/t/music-4,1386
/t/music,/t/music-4,/t/music-5,9
/t/music,/t/music-4,/t/music-en-au,2
/t/music,/t/music-4,/t/music-7,0
/t/music,/t/music-4,/t/music-6,0
/t/heather-wyatt,/t/heather-wyatt-en-us,/t/heather-wyatt-en-us,1379
/t/heather-wyatt,/t/heather-wyatt-en-us,/t/heather-wyatt-en-gb,233
/t/heather-wyatt,/t/heather-wyatt-en-us,/t/heather-wyatt-en-ca,0
/t/anon-ib,/t/anon-ib-en-us,/t/anon-ib-en-us,1329
/t/remote-neural-monitoring,/t/remote-neural-monitoring-en-us,/t/remote-neural-monitoring-en-us,1328
/t/remote-neural-monitoring,/t/remote-neural-monitoring-en-us,/t/remote-neural-monitoring-en-in,0
/t/recount,/t/recount-en-us,/t/recount-en-us,1303
/t/recount,/t/recount-en-us,/t/recount-en-ca,0
/t/genshin-impact,/t/genshin-impact-en-us,/t/genshin-impact-en-us,1297
/t/genshin-impact,/t/genshin-impact-en-us,/t/genshin-impact-en-ca,17
/t/genshin-impact,/t/genshin-impact-en-us,/t/genshin-impact-en-au,0
/t/genshin-impact,/t/genshin-impact-en-us,/t/genshin-impact-en-gb,0
/t/eversource,/t/eversource-en-us,/t/eversource-en-us,1295
/t/orion-simprini,/t/orion-simprini-en-us,/t/orion-simprini-en-us,1258
/t/entertainment-media,/t/entertainment-media-en-us,/t/entertainment-media-en-us,1254
/t/entertainment-media,/t/entertainment-media-en-us,/t/entertainment-media-en-gb,11
/t/entertainment-media,/t/entertainment-media-en-us,/t/entertainment-media-en-au,10
/t/entertainment-media,/t/entertainment-media-en-us,/t/entertainment-media-en-ca,5
/t/entertainment-media,/t/entertainment-media-en-us,/t/entertainment-media-en-in,0
/t/tv-and-movies,/t/tv-and-movies,/t/tv-and-movies,1211
/t/tv-and-movies,/t/tv-and-movies,/t/tv-and-movies-en-gb,5
/t/tv-and-movies,/t/tv-and-movies,/t/tv-and-movies-en-au,3
/t/tv-and-movies,/t/tv-and-movies,/t/tv-and-movies-2,0
/t/tv-and-movies,/t/tv-and-movies,/t/tv-and-movies-en-in,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-10,1209
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-en-au,4
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-en-ca,4
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-en-gb,3
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-32,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-20,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-14,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-24,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-12,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-26,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-21,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-31,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-15,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-22,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-17,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-30,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-28,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-16,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-27,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-29,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-19,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-en-in,0
/t/economic-justice,/t/economic-justice-10,/t/economic-justice-25,0
/t/hjr-192-of-1933,/t/hjr-192-of-1933-en-us,/t/hjr-192-of-1933-en-us,1191
/t/gender-equality,/t/gender-equality-en-us,/t/gender-equality-en-us,1170
/t/gender-equality,/t/gender-equality-en-us,/t/gender-equality-en-in,0
/t/gender-equality,/t/gender-equality-en-us,/t/gender-equality-3,0
/t/gender-equality,/t/gender-equality-en-us,/t/gender-equality-4,0
/t/gender-equality,/t/gender-equality-en-us,/t/gender-equality-2,0
/t/gender-equality,/t/gender-equality-en-us,/t/gender-equality-en-au,0
/t/chemtrails,/t/chemtrails-en-us,/t/chemtrails-en-us,1094
/t/chemtrails,/t/chemtrails-en-us,/t/chemtrails-en-gb,0
/t/chemtrails,/t/chemtrails-en-us,/t/chemtrails-en-ca,0
/t/chemtrails,/t/chemtrails-en-us,/t/chemtrails-en-au,0
/t/donald-trump,/t/donald-trump-en-us,/t/donald-trump-en-us,1058
/t/donald-trump,/t/donald-trump-en-us,/t/donald-trump-en-gb,0
/t/donald-trump,/t/donald-trump-en-us,/t/donald-trump-en-in,0
/t/donald-trump,/t/donald-trump-en-us,/t/donald-trump,0
/t/donald-trump,/t/donald-trump-en-us,/t/donald-trump-en-au,0
/t/donald-trump,/t/donald-trump-en-us,/t/donald-trump-en-ca,0
/t/education-reform,/t/education-reform-en-us,/t/education-reform-en-us,1033
/t/education-reform,/t/education-reform-en-us,/t/education-reform-en-ca,0
/t/education-reform,/t/education-reform-en-us,/t/education-reform-en-gb,0
/t/education-reform,/t/education-reform-en-us,/t/education-reform-en-in,0
/t/education-reform,/t/education-reform-en-us,/t/education-reform-en-au,0
/t/biden-step-down,/t/biden-step-down-en-us,/t/biden-step-down-en-us,1027
/t/sedona,/t/sedona-en-us,/t/sedona-en-us,957
/t/firma-es,/t/firma-es-419,/t/firma-es-419,943
/t/firma-es,/t/firma-es-419,/t/firma-es,0
/t/2024-election,/t/2024-election-en-us,/t/2024-election-en-us,927
/t/2024-election,/t/2024-election-en-us,/t/2024-election-en-ca,0
/t/2024-election,/t/2024-election-en-us,/t/2024-election-en-gb,0
/t/the-owl-house,/t/the-owl-house-en-us,/t/the-owl-house-en-us,920
/t/the-owl-house,/t/the-owl-house-en-us,/t/the-owl-house-en-gb,0
/t/the-owl-house,/t/the-owl-house-en-us,/t/the-owl-house-en-au,0
/t/the-owl-house,/t/the-owl-house-en-us,/t/the-owl-house-en-ca,0
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-en-us,865
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-11,124
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-7,4
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-9,3
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-13,0
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-5,0
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-12,0
/t/animal-rights,/t/animal-rights-en-us,/t/animal-rights-8,0
/t/therian-school,/t/therian-school-en-us,/t/therian-school-en-us,844
/t/youth-empowerment,/t/youth-empowerment-en-us,/t/youth-empowerment-en-us,794
/t/youth-empowerment,/t/youth-empowerment-en-us,/t/youth-empowerment-en-gb,0
/t/youth-empowerment,/t/youth-empowerment-en-us,/t/youth-empowerment-en-au,0
/t/youth-empowerment,/t/youth-empowerment-en-us,/t/youth-empowerment-en-ca,0
/t/youth-empowerment,/t/youth-empowerment-en-us,/t/youth-empowerment-en-in,0
/t/californiapenalsystem,/t/californiapenalsystem-en-us,/t/californiapenalsystem-en-us,791
/t/anonib,/t/anonib-en-us,/t/anonib-en-us,789
/t/palestine,/t/palestine-3,/t/palestine-3,787
/t/palestine,/t/palestine-3,/t/palestine-en-gb,51
/t/palestine,/t/palestine-3,/t/palestine-en-au,0
/t/palestine,/t/palestine-3,/t/palestine-en-in,0
/t/palestine,/t/palestine-3,/t/palestine-en-ca,0
/t/health,/t/health-en-us,/t/health-en-us,766
/t/health,/t/health-en-us,/t/health-9,13
/t/health,/t/health-en-us,/t/health-15,3
/t/health,/t/health-en-us,/t/health-11,0
/t/health,/t/health-en-us,/t/health-14,0
/t/health,/t/health-en-us,/t/health-18,0
/t/health,/t/health-en-us,/t/health-17,0
/t/health,/t/health-en-us,/t/health-10,0
/t/health,/t/health-en-us,/t/health-16,0
/t/health,/t/health-en-us,/t/health-13,0
/t/sunny-hostin,/t/sunny-hostin-en-us,/t/sunny-hostin-en-us,727
/t/russian-propaganda,/t/russian-propaganda-en-ca,/t/russian-propaganda-en-ca,721
/t/russian-propaganda,/t/russian-propaganda-en-ca,/t/russian-propaganda-en-us,0
/t/russian-propaganda,/t/russian-propaganda-en-ca,/t/russian-propaganda-en-gb,0
/t/joke-petition,/t/joke-petition-en-us,/t/joke-petition-en-us,716
/t/joke-petition,/t/joke-petition-en-us,/t/joke-petition-en-gb,0
/t/joke-petition,/t/joke-petition-en-us,/t/joke-petition-en-ca,0
/t/joke-petition,/t/joke-petition-en-us,/t/joke-petition-en-au,0
/t/justice-for-george-floyd,/t/justice-for-george-floyd-en-us,/t/justice-for-george-floyd-en-us,708
/t/justice-for-george-floyd,/t/justice-for-george-floyd-en-us,/t/justice-for-george-floyd-en-gb,0
/t/justice-for-george-floyd,/t/justice-for-george-floyd-en-us,/t/justice-for-george-floyd-en-au,0
/t/free-luigi,/t/free-luigi-en-us,/t/free-luigi-en-us,682
/t/racial-justice,/t/racial-justice-4,/t/racial-justice-4,675
/t/racial-justice,/t/racial-justice-4,/t/racial-justice-5,9
/t/racial-justice,/t/racial-justice-4,/t/racial-justice-en-gb,3
/t/racial-justice,/t/racial-justice-4,/t/racial-justice-en-au,0
/t/racial-justice,/t/racial-justice-4,/t/racial-justice-3,0
/t/tiktok-ban,/t/tiktok-ban-en-us,/t/tiktok-ban-en-us,671
/t/tiktok-ban,/t/tiktok-ban-en-us,/t/tiktok-ban-en-gb,4
/t/child-and-family-well-being,/t/child-and-family-well-being-en-us,/t/child-and-family-well-being-en-us,640
/t/child-and-family-well-being,/t/child-and-family-well-being-en-us,/t/child-and-family-well-being-en-gb,9
/t/child-and-family-well-being,/t/child-and-family-well-being-en-us,/t/child-and-family-well-being-en-in,8
/t/child-and-family-well-being,/t/child-and-family-well-being-en-us,/t/child-and-family-well-being-en-au,4
/t/child-and-family-well-being,/t/child-and-family-well-being-en-us,/t/child-and-family-well-being-en-ca,3
/t/abortion-rights,/t/abortion-rights,/t/abortion-rights,636
/t/abortion-rights,/t/abortion-rights,/t/abortion-rights-en-au,0
/t/abortion-rights,/t/abortion-rights,/t/abortion-rights-en-in,0
/t/abortion-rights,/t/abortion-rights,/t/abortion-rights-en-gb,0
/t/abortion-rights,/t/abortion-rights,/t/abortion-rights-en-ca,0
/t/local-government,/t/local-government-en-us,/t/local-government-en-us,625
/t/local-government,/t/local-government-en-us,/t/local-government-en-gb,6
/t/local-government,/t/local-government-en-us,/t/local-government-en-au,4
/t/local-government,/t/local-government-en-us,/t/local-government-en-in,0
/t/local-government,/t/local-government-en-us,/t/local-government-en-ca,0
/t/electoral-college,/t/electoral-college-en-us,/t/electoral-college-en-us,619
/t/electoral-college,/t/electoral-college-en-us,/t/electoral-college-en-au,0
/t/electoral-college,/t/electoral-college-en-us,/t/electoral-college-en-gb,0
/t/public-safety,/t/public-safety-2,/t/public-safety-2,596
/t/public-safety,/t/public-safety-2,/t/public-safety-en-gb,5
/t/public-safety,/t/public-safety-2,/t/public-safety-en-ca,3
/t/public-safety,/t/public-safety-2,/t/public-safety-3,0
/t/public-safety,/t/public-safety-2,/t/public-safety-4,0
/t/public-safety,/t/public-safety-2,/t/public-safety-en-au,0
/t/public-safety,/t/public-safety-2,/t/public-safety-en-in,0
/t/arcane,/t/arcane-en-us,/t/arcane-en-us,596
/t/arcane,/t/arcane-en-us,/t/arcane-en-au,0
/t/arcane,/t/arcane-en-us,/t/arcane-en-gb,0
/t/bengals,/t/bengals-en-us,/t/bengals-en-us,594
/t/biden,/t/biden-en-us,/t/biden-en-us,593
/t/biden,/t/biden-en-us,/t/biden-en-gb,26
/t/biden,/t/biden-en-us,/t/biden-en-au,0
/t/biden,/t/biden-en-us,/t/biden-en-ca,0
/t/m%C3%A9xico-es,/t/m%C3%A9xico-es-419,/t/m%C3%A9xico-es-419,588
/t/yondr-pouches,/t/yondr-pouches-en-us,/t/yondr-pouches-en-us,577
/t/yondr-pouches,/t/yondr-pouches-en-us,/t/yondr-pouches-en-gb,0
/t/yondr-pouches,/t/yondr-pouches-en-us,/t/yondr-pouches-en-au,0
/t/climate-change,/t/climate-change-3,/t/climate-change-3,576
/t/climate-change,/t/climate-change-3,/t/climate-change-2,17
/t/climate-change,/t/climate-change-3,/t/climate-change-en-gb,8
/t/climate-change,/t/climate-change-3,/t/climate-change-5,5
/t/climate-change,/t/climate-change-3,/t/climate-change-en-in,0
/t/climate-change,/t/climate-change-3,/t/climate-change-4,0
/t/climate-change,/t/climate-change-3,/t/climate-change-6,0
/t/cincinnati-bengals,/t/cincinnati-bengals-en-us,/t/cincinnati-bengals-en-us,574
/t/national-government,/t/national-government-en-us,/t/national-government-en-us,562
/t/national-government,/t/national-government-en-us,/t/national-government-en-gb,10
/t/national-government,/t/national-government-en-us,/t/national-government-en-ca,3
/t/national-government,/t/national-government-en-us,/t/national-government-en-au,3
/t/national-government,/t/national-government-en-us,/t/national-government-en-in,0
/t/elections-voter-rights,/t/elections-voter-rights-en-us,/t/elections-voter-rights-en-us,562
/t/elections-voter-rights,/t/elections-voter-rights-en-us,/t/elections-voter-rights-en-in,0
/t/elections-voter-rights,/t/elections-voter-rights-en-us,/t/elections-voter-rights-en-au,0
/t/elections-voter-rights,/t/elections-voter-rights-en-us,/t/elections-voter-rights-en-ca,0
/t/elections-voter-rights,/t/elections-voter-rights-en-us,/t/elections-voter-rights-en-gb,0
/t/fire-neal-brown,/t/fire-neal-brown-en-us,/t/fire-neal-brown-en-us,558
/t/funny,/t/funny-en-us,/t/funny-en-us,538
/t/funny,/t/funny-en-us,/t/funny-en-au,3
/t/funny,/t/funny-en-us,/t/funny-en-gb,0
/t/funny,/t/funny-en-us,/t/funny-en-in,0
/t/funny,/t/funny-en-us,/t/funny-en-ca,0
/t/tiktok,/t/tiktok-en-us,/t/tiktok-en-us,531
/t/tiktok,/t/tiktok-en-us,/t/tiktok-en-ca,21
/t/tiktok,/t/tiktok-en-us,/t/tiktok-en-gb,14
/t/tiktok,/t/tiktok-en-us,/t/tiktok-en-au,0
/t/tiktok,/t/tiktok-en-us,/t/tiktok-en-in,0
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-2,525
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-en-ca,3
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-5,0
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-6,0
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-4,0
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-7,0
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-en-au,0
/t/sexual-assault,/t/sexual-assault-2,/t/sexual-assault-3,0
/t/disney,/t/disney-en-us,/t/disney-en-us,513
/t/disney,/t/disney-en-us,/t/disney-3,23
/t/disney,/t/disney-en-us,/t/disney-en-au,5
/t/disney,/t/disney-en-us,/t/disney-en-ca,3
/t/disney,/t/disney-en-us,/t/disney-en-in,0
/t/disney,/t/disney-en-us,/t/disney-en-gb,0
/t/disney,/t/disney-en-us,/t/disney-5,0
/t/technology,/t/technology-9,/t/technology-9,492
/t/technology,/t/technology-9,/t/technology-8,14
/t/technology,/t/technology-9,/t/technology-10,7
/t/technology,/t/technology-9,/t/technology-12,0
/t/technology,/t/technology-9,/t/technology-7,0
/t/technology,/t/technology-9,/t/technology-11,0
/t/technology,/t/technology-9,/t/technology-6,0
/t/technology,/t/technology-9,/t/technology-13,0
/t/kelloggs,/t/kelloggs-en-us,/t/kelloggs-en-us,491
/t/kelloggs,/t/kelloggs-en-us,/t/kelloggs-en-gb,0
/t/m%C3%A9xico,/t/m%C3%A9xico-4,/t/m%C3%A9xico-4,486
/t/clemency,/t/clemency,/t/clemency,474
/t/clemency,/t/clemency,/t/clemency-en-gb,7
/t/clemency,/t/clemency,/t/clemency-en-au,0
/t/clemency,/t/clemency,/t/clemency-en-ca,0
/t/clemency,/t/clemency,/t/clemency-2,0
/t/gun-control,/t/gun-control,/t/gun-control,461
/t/gun-control,/t/gun-control,/t/gun-control-en-in,0
/t/gun-control,/t/gun-control,/t/gun-control-en-us,0
/t/gun-control,/t/gun-control,/t/gun-control-en-gb,0
/t/gun-control,/t/gun-control,/t/gun-control-en-ca,0
/t/gun-control,/t/gun-control,/t/gun-control-en-au,0
/t/voice-to-skull,/t/voice-to-skull-en-us,/t/voice-to-skull-en-us,457
/t/veterans,/t/veterans-4,/t/veterans-4,450
/t/veterans,/t/veterans-4,/t/veterans-en-in,0
/t/veterans,/t/veterans-4,/t/veterans-en-gb,0
/t/veterans,/t/veterans-4,/t/veterans-5,0
/t/veterans,/t/veterans-4,/t/veterans-3,0
/t/immigration,/t/immigration-10,/t/immigration-10,442
/t/immigration,/t/immigration-10,/t/immigration-en-au,7
/t/immigration,/t/immigration-10,/t/immigration-12,6
/t/immigration,/t/immigration-10,/t/immigration-11,0
/t/immigration,/t/immigration-10,/t/immigration-14,0
/t/immigration,/t/immigration-10,/t/immigration-13,0
/t/immigration,/t/immigration-10,/t/immigration-6,0
/t/immigration,/t/immigration-10,/t/immigration-8,0
/t/immigration,/t/immigration-10,/t/immigration-9,0
/t/mascots,/t/mascots-en-us,/t/mascots-en-us,434
/t/mascots,/t/mascots-en-us,/t/mascots-en-au,0
/t/mascots,/t/mascots-en-us,/t/mascots-en-ca,0
/t/mascots,/t/mascots-en-us,/t/mascots-en-gb,0
/t/kamala-harris,/t/kamala-harris,/t/kamala-harris,433
/t/kamala-harris,/t/kamala-harris,/t/kamala-harris-en-gb,4
/t/kamala-harris,/t/kamala-harris,/t/kamala-harris-en-au,0
/t/impeach-trump,/t/impeach-trump-en-us,/t/impeach-trump-en-us,432
/t/women,/t/women-6,/t/women-6,426
/t/women,/t/women-6,/t/women-22,25
/t/women,/t/women-6,/t/women-7,6
/t/women,/t/women-6,/t/women-9,3
/t/women,/t/women-6,/t/women-20,0
/t/women,/t/women-6,/t/women-23,0
/t/women,/t/women-6,/t/women-25,0
/t/women,/t/women-6,/t/women-10,0
/t/women,/t/women-6,/t/women-16,0
/t/women,/t/women-6,/t/women-11,0
/t/women,/t/women-6,/t/women-14,0
/t/women,/t/women-6,/t/women-5,0
/t/women,/t/women-6,/t/women-17,0
/t/women,/t/women-6,/t/women-12,0
/t/women,/t/women-6,/t/women-24,0
/t/women,/t/women-6,/t/women-19,0
/t/women,/t/women-6,/t/women-15,0
/t/women,/t/women-6,/t/women-21,0
/t/women,/t/women-6,/t/women-8,0
/t/women,/t/women-6,/t/women-18,0
/t/women,/t/women-6,/t/women-13,0
/t/2nd-amendment,/t/2nd-amendment-en-us,/t/2nd-amendment-en-us,407
/t/police-accountability,/t/police-accountability-en-us,/t/police-accountability-en-us,407
/t/police-accountability,/t/police-accountability-en-us,/t/police-accountability-en-au,0
/t/police-accountability,/t/police-accountability-en-us,/t/police-accountability-en-gb,0
/t/police-accountability,/t/police-accountability-en-us,/t/police-accountability-en-ca,0
/t/justice-for-mustafa-aljazairi,/t/justice-for-mustafa-aljazairi-en-us,/t/justice-for-mustafa-aljazairi-en-us,406
/t/donald-trump-2024,/t/donald-trump-2024-en-us,/t/donald-trump-2024-en-us,386
/t/education,/t/education-en-us,/t/education-en-us,378
/t/education,/t/education-en-us,/t/education-17,9
/t/education,/t/education-en-us,/t/education-12,7
/t/education,/t/education-en-us,/t/education-en-in,3
/t/education,/t/education-en-us,/t/education-26,0
/t/education,/t/education-en-us,/t/education-30,0
/t/education,/t/education-en-us,/t/education-21,0
/t/education,/t/education-en-us,/t/education-27,0
/t/education,/t/education-en-us,/t/education-24,0
/t/education,/t/education-en-us,/t/education-25,0
/t/education,/t/education-en-us,/t/education-18,0
/t/education,/t/education-en-us,/t/education-29,0
/t/education,/t/education-en-us,/t/education-28,0
/t/education,/t/education-en-us,/t/education-16,0
/t/education,/t/education-en-us,/t/education-22,0
/t/education,/t/education-en-us,/t/education-31,0
/t/education,/t/education-en-us,/t/education-32,0
